Matrix,Analyte,Conc Range,Method,Unit,Type,Source,Mean,Mean_gg,sd,sd_gg,log_mean,log_sd,H_sd,log_H_sd
SRM Matrix,Total Nitrogen,,PROT02,G_P_100G,Interim Precision,SRM58AS,3.79,0.0379,0.013,0.00013,-1.42136079,-3.886056648,0.1241,-0.906394678
PDR_WHEY,Moisture,,MOIS13,G_P_100G,Repeatability,Duplicates,3.81,0.0381,0.006,0.00006,-1.419075024,-4.22184875,0.1246,-0.904452954
PDR_WHPROT,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,3.82,0.0382,0.012,0.00012,-1.417936637,-3.920818754,0.1249,-0.903485912
PDR_WPC,Moisture,,MOIS01,G_P_100G,Repeatability,Duplicates,3.87,0.0387,0.068,0.00068,-1.412289035,-3.167491087,0.1263,-0.898688358
PDR_SMP,Moisture,,MOIS01,G_P_100G,Repeatability,Duplicates,3.88,0.0388,0.039,0.00039,-1.411168274,-3.408935393,0.1266,-0.897736289
SRM Matrix,Crude Fibre,,CFIB02,G_P_100G,Interim Precision,SRM15P,3.9,0.039,0.33,0.0033,-1.408935393,-2.48148606,0.1271,-0.89583949
PDR_FCMP,Total Nitrogen,,PROT02,G_P_100G,Interim Precision,Replicates,3.91,0.0391,0.017,0.00017,-1.407823243,-3.769551079,0.1274,-0.894894735
MEAT_PROD,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,3.92,0.0392,0.051,0.00051,-1.406713933,-3.292429824,0.1277,-0.893952393
PDR_SMP,Moisture,,MOIS01,G_P_100G,Interim Precision,Replicates,3.95,0.0395,0.121,0.00121,-1.403402904,-2.91721463,0.1285,-0.891139724
PDR_MISC,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,4.09,0.0409,0.012,0.00012,-1.388276692,-3.920818754,0.1323,-0.878290233
PDR_FCMP,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,4.11,0.0411,0.035,0.00035,-1.386158178,-3.455931956,0.1329,-0.876490587
MEAT_PROD,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,4.15,0.0415,0.03,0.0003,-1.381951903,-3.522878745,0.1340,-0.87291742
LIQ_MILK,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,4.27,0.0427,0.102,0.00102,-1.369572125,-2.991399828,0.1373,-0.862400984
SRM Matrix,Total Sugars,,SUGA01,G_P_100G,Interim Precision,SRM59Y,4.36,0.0436,0.053,0.00053,-1.360513511,-3.27572413,0.1397,-0.854705827
SRM Matrix,Total Sugars,,SUGA01,G_P_100G,Interim Precision,SRM59X,4.36,0.0436,0.037,0.00037,-1.360513511,-3.431798276,0.1397,-0.854705827
PDR_FCMP,Free Fat (product basis),,FRFA01,G_P_100G,Repeatability,Duplicates,4.4,0.044,0.087,0.00087,-1.356547324,-3.060480747,0.1408,-0.85133661
PDR_FCMP,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,4.44,0.0444,0.01,0.0001,-1.35261703,-4,0.1419,-0.847997885
SRM Matrix,Total Nitrogen,,PROT02,G_P_100G,Interim Precision,SRM116,4.45,0.0445,0.286,0.00286,-1.351639989,-2.543633967,0.1422,-0.847167903
CEREAL_PRD,Crude Fibre,,CFIB02,G_P_100G,Interim Precision,Replicates,4.48,0.0448,0.176,0.00176,-1.348721986,-2.754487332,0.1430,-0.844689104
PDR_BLEND,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,4.54,0.0454,0.012,0.00012,-1.342944147,-3.920818754,0.1446,-0.839780916
SRM Matrix,Lactose.H2O,,LACT02,G_P_100G,Interim Precision,SRM59X,4.76,0.0476,0.089,0.00089,-1.322393047,-3.050609993,0.1505,-0.822323065
PDR_BMP,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,4.77,0.0477,0.017,0.00017,-1.321481621,-3.769551079,0.1508,-0.821548822
PDR_BMP,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,4.77,0.0477,0.009,0.00009,-1.321481621,-4.045757491,0.1508,-0.821548822
MISC_DAIRY,Lactose monohydrate,,LACT02,G_P_100G,Repeatability,Duplicates,4.78,0.0478,0.089,0.00089,-1.320572103,-3.050609993,0.1511,-0.8207762
YOGHURT,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,4.78,0.0478,0.067,0.00067,-1.320572103,-3.173925197,0.1511,-0.8207762
SRM Matrix,Lactose.H2O,,LACT02,G_P_100G,Interim Precision,SRM59Y,4.83,0.0483,0.144,0.00144,-1.316052869,-2.841637508,0.1524,-0.816937179
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Repeatability,Duplicates,4.86,0.0486,0.01,0.0001,-1.313363731,-4,0.1532,-0.814652796
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Interim Precision,Replicates,4.87,0.0487,0.11,0.0011,-1.312471039,-2.958607315,0.1535,-0.813894468
SRM Matrix,Lactose.H2O,,LACT02,G_P_100G,Interim Precision,SRM59Z,4.91,0.0491,0.118,0.00118,-1.308918508,-2.928117993,0.1546,-0.810876646
LIQ_MILK,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,4.91,0.0491,0.073,0.00073,-1.308918508,-3.13667714,0.1546,-0.810876646
PACK_MEALS,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,4.95,0.0495,0.065,0.00065,-1.305394801,-3.187086643,0.1556,-0.80788331
PET_FOOD,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,4.95,0.0495,0.038,0.00038,-1.305394801,-3.420216403,0.1556,-0.80788331
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Repeatability,Duplicates,5.12,0.0512,0.013,0.00013,-1.290730039,-3.886056648,0.1602,-0.795425814
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Interim Precision,Replicates,5.13,0.0513,0.154,0.00154,-1.289882635,-2.812479279,0.1604,-0.794705957
SRM Matrix,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,SRM56Y,5.16,0.0516,0.038,0.00038,-1.287350298,-3.420216403,0.1612,-0.792554775
SRM Matrix,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,SRM56X,5.2,0.052,0.032,0.00032,-1.283996656,-3.494850022,0.1623,-0.789705907
PDR_SMP,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,5.21,0.0521,0.01,0.0001,-1.283162277,-4,0.1626,-0.788997114
PDR_SMP,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,5.23,0.0523,0.031,0.00031,-1.281498311,-3.508638306,0.1631,-0.7875836
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Interim Precision,Replicates,5.26,0.0526,0.168,0.00168,-1.279014256,-2.774690718,0.1639,-0.785473432
CEREAL_PRD,Ash @ 550ÎçC,,ASHS04,G_P_100G,Interim Precision,Replicates,5.33,0.0533,0.061,0.00061,-1.273272791,-3.214670165,0.1657,-0.780596144
SAUCES,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,5.33,0.0533,0.037,0.00037,-1.273272791,-3.431798276,0.1657,-0.780596144
MISC_LIQ,Lactose monohydrate,,LACT02,G_P_100G,Repeatability,Duplicates,5.35,0.0535,0.059,0.00059,-1.271646218,-3.229147988,0.1663,-0.779214395
LIQ_MILK,Lactose Monohydrate,,LACT01,G_P_100G,Repeatability,Duplicates,5.42,0.0542,0.017,0.00017,-1.266000713,-3.769551079,0.1681,-0.774418623
CHEMICAL,Ash (@ 600ÎçC),,ASHS09,G_P_100G,Repeatability,Duplicates,5.48,0.0548,0.188,0.00188,-1.261219442,-2.725842151,0.1697,-0.770357004
PDR_BLEND,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,5.55,0.0555,0.026,0.00026,-1.255707017,-3.585026652,0.1715,-0.765674282
PDR_MILK,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Repeatability,Duplicates,5.57,0.0557,0.022,0.00022,-1.254144805,-3.657577319,0.1720,-0.764347207
CHEMICAL,Ash (@ 600ÎçC),,ASHS09,G_P_100G,Interim Precision,Replicates,6.11,0.0611,0.265,0.00265,-1.21395879,-2.576754126,0.1861,-0.730209789
PACK_MEALS,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,6.11,0.0611,0.085,0.00085,-1.21395879,-3.070581074,0.1861,-0.730209789
PDR_MPC,Moisture,,MOIS01,G_P_100G,Repeatability,Duplicates,6.14,0.0614,0.077,0.00077,-1.211831629,-3.113509275,0.1869,-0.728402798
PASTA,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,6.31,0.0631,0.108,0.00108,-1.199970641,-2.966576245,0.1913,-0.718327067
MEAT_BONE,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,6.36,0.0636,0.106,0.00106,-1.196542884,-2.974694135,0.1926,-0.715415239
PET_FOOD,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,6.38,0.0638,0.104,0.00104,-1.195179321,-2.982966661,0.1931,-0.714256913
PDR_MPC,Moisture,,MOIS01,G_P_100G,Interim Precision,Replicates,6.42,0.0642,0.115,0.00115,-1.192464972,-2.93930216,0.1941,-0.711951114
CEREAL_PRD,Dietary Fibre (AOAC),,DIET02,G_P_100G,Interim Precision,Replicates,6.43,0.0643,0.175,0.00175,-1.191789027,-2.756961951,0.1944,-0.711376909
ICE_CREAM,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,6.99,0.0699,0.028,0.00028,-1.155522824,-3.552841969,0.2087,-0.680569313
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5ZC,7.06,0.0706,0.279,0.00279,-1.151195299,-2.554395797,0.2104,-0.676893145
MISC_DAIRY,Moisture,,MOIS01,G_P_100G,Interim Precision,Replicates,7.09,0.0709,0.109,0.00109,-1.149353765,-2.962573502,0.2112,-0.67532879
PDR_WPC,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,7.15,0.0715,0.018,0.00018,-1.145693958,-3.744727495,0.2127,-0.672219839
PDR_WPC,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,7.2,0.072,0.033,0.00033,-1.142667504,-3.48148606,0.2140,-0.669648911
PDR_SMP,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Repeatability,Duplicates,7.3,0.073,0.028,0.00028,-1.13667714,-3.552841969,0.2165,-0.664560187
PDR_WPC,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,7.52,0.0752,0.103,0.00103,-1.123782159,-2.987162775,0.2220,-0.653606094
CEREAL_PRD,Moisture,,MOIS29,G_P_100G,Repeatability,Duplicates,7.67,0.0767,0.107,0.00107,-1.115204636,-2.970616222,0.2258,-0.646319617
PDR_MILK,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,7.95,0.0795,0.071,0.00071,-1.099632871,-3.148741651,0.2328,-0.633091636
PDR_MILK,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,8.02,0.0802,0.074,0.00074,-1.095825632,-3.13076828,0.2345,-0.629857443
PDR_BMP,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,8.07,0.0807,0.021,0.00021,-1.093126465,-3.677780705,0.2357,-0.627564542
FISH,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,8.2,0.082,0.055,0.00055,-1.086186148,-3.259637311,0.2390,-0.621668846
SAUCES,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,8.4,0.084,0.034,0.00034,-1.075720714,-3.468521083,0.2439,-0.612778617
MEAT_BONE,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,8.48,0.0848,0.023,0.00023,-1.071604148,-3.638272164,0.2459,-0.609281656
LIQ_MILK,Solds Non-Fat,,SNFM02,G_P_100G,Interim Precision,Replicates,8.5,0.085,0.27,0.0027,-1.070581074,-2.568636236,0.2464,-0.608412571
YOGHURT,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,8.73,0.0873,0.025,0.00025,-1.058985756,-3.602059991,0.2520,-0.598562522
PDR_WPC,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,9.03,0.0903,0.112,0.00112,-1.04431225,-2.950781977,0.2594,-0.586097598
SRM Matrix,Fat,,FATS01,G_P_100G,Interim Precision,IRM003,9.08,0.0908,0.304,0.00304,-1.041914151,-2.517126416,0.2606,-0.58406045
PDR_BMP,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,9.25,0.0925,0.214,0.00214,-1.033858267,-2.669586227,0.2647,-0.577217097
FISH,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,9.27,0.0927,0.283,0.00283,-1.032920266,-2.548213564,0.2652,-0.576420279
MISC_PDR,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,9.75,0.0975,0.047,0.00047,-1.010995384,-3.327902142,0.2768,-0.557795421
PDR_MILK,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,9.79,0.0979,0.026,0.00026,-1.009217308,-3.585026652,0.2778,-0.556284972
ICE_CREAM,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,9.88,0.0988,0.17,0.0017,-1.005243055,-2.769551079,0.2800,-0.552908903
MISC_PDR,Dietary Fibre (AOAC),,DIET02,G_P_100G,Interim Precision,Replicates,9.98,0.0998,0.248,0.00248,-1.000869459,-2.605548319,0.2824,-0.549193599
CEREAL_PRD,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,10.37,0.1037,0.128,0.00128,-0.984221244,-2.89279003,0.2917,-0.53505119
COND_MILK,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,10.44,0.1044,0.293,0.00293,-0.981299501,-2.53313238,0.2934,-0.532569213
SRM Matrix,Fat,,FATS11,G_P_100G,Interim Precision,SRM15Q,10.67,0.1067,0.148,0.00148,-0.971835581,-2.829738285,0.2989,-0.524529755
SRM Matrix,Fat,,FATS11,G_P_100G,Interim Precision,SRM15O,10.83,0.1083,0.119,0.00119,-0.965371543,-2.924453039,0.3027,-0.519038652
CEREAL_PRD,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,11.16,0.1116,0.088,0.00088,-0.952335805,-3.055517328,0.3105,-0.507964988
SRM Matrix,Fat,,FATS11,G_P_100G,Interim Precision,SRM15P,11.56,0.1156,0.153,0.00153,-0.937042166,-2.815308569,0.3199,-0.494973271
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AN,11.58,0.1158,0.05,0.0005,-0.936291441,-3.301029996,0.3204,-0.494335541
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AO,11.63,0.1163,0.104,0.00104,-0.934420285,-2.982966661,0.3216,-0.492746022
PDR_MPC,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,11.65,0.1165,0.019,0.00019,-0.933674075,-3.721246399,0.3220,-0.492112128
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AP,12.02,0.1202,0.034,0.00034,-0.920095532,-3.468521083,0.3307,-0.48057736
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AR,12.04,0.1204,0.051,0.00051,-0.919373513,-3.292429824,0.3312,-0.479964015
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AS,12.08,0.1208,0.036,0.00036,-0.917933066,-3.443697499,0.3321,-0.478740377
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AQ,12.14,0.1214,0.03,0.0003,-0.915781313,-3.522878745,0.3335,-0.476912495
SRM Matrix,Total Solids,,MOIS22,G_P_100G,Interim Precision,SRM53AT,12.14,0.1214,0.027,0.00027,-0.915781313,-3.568636236,0.3335,-0.476912495
HERB_SPICE,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,12.22,0.1222,0.453,0.00453,-0.912928794,-2.343901798,0.3354,-0.474489323
LIQ_MILK,Total Solids,,MOIS22,G_P_100G,Interim Precision,Replicates,12.29,0.1229,0.265,0.00265,-0.910448117,-2.576754126,0.3370,-0.472382025
LIQ_MILK,Total Solids,,MOIS22,G_P_100G,Repeatability,Duplicates,12.53,0.1253,0.023,0.00023,-0.902048929,-3.638272164,0.3426,-0.465247041
PDR_MPC,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,12.58,0.1258,0.06,0.0006,-0.900319359,-3.22184875,0.3437,-0.463777797
MISC_PDR,Total Nitrogen,,PROT01,G_P_100G,Repeatability,Duplicates,12.71,0.1271,0.039,0.00039,-0.895854449,-3.408935393,0.3467,-0.459984923
MISC_DAIRY,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Repeatability,Duplicates,13,0.13,0.063,0.00063,-0.886056648,-3.200659451,0.3535,-0.451661838
CASEINATE,Total Nitrogen,,PROT01,G_P_100G,Interim Precision,Replicates,13.03,0.1303,0.099,0.00099,-0.885055584,-3.004364805,0.3542,-0.450811449
LIQ_MILK,Total Solids,,MOIS22,G_P_100G,Interim Precision,Replicates,13.32,0.1332,0.266,0.00266,-0.875495775,-2.575118363,0.3608,-0.442690535
MEAT_PROD,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,13.51,0.1351,0.08,0.0008,-0.869344651,-3.096910013,0.3652,-0.437465247
PDR_MISC,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,13.51,0.1351,0.078,0.00078,-0.869344651,-3.107905397,0.3652,-0.437465247
SRM Matrix,Dietary Fibre (AOAC),,DIET02,G_P_100G,Interim Precision,SRM55M,14.33,0.1433,0.449,0.00449,-0.84375381,-2.347753659,0.3839,-0.415726211
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5ZA,14.4,0.144,0.208,0.00208,-0.841637508,-2.681936665,0.3855,-0.413928445
PDR_WHEY,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Interim Precision,Replicates,14.67,0.1467,0.403,0.00403,-0.833569886,-2.394694954,0.3917,-0.407075121
LIQ_MILK,Total Solids,,MOIS22,G_P_100G,Repeatability,Duplicates,14.7,0.147,0.028,0.00028,-0.832682665,-3.552841969,0.3924,-0.40632144
BUTTER,Moisture,,MOIS07,G_P_100G,Repeatability,Duplicates,14.77,0.1477,0.084,0.00084,-0.830619505,-3.075720714,0.3939,-0.404568816
PDR_WHEY,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Repeatability,Duplicates,14.93,0.1493,0.398,0.00398,-0.825990291,-2.400116928,0.3976,-0.40059381
PDR_FCMP,Ash (@ 550ÎçC),,ASHS11,G_P_100G,Interim Precision,Replicates,14.96,0.1496,0.372,0.00372,-0.825068406,-2.42945706,0.3982,-0.399853241
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5AA,15.06,0.1506,0.16,0.0016,-0.822175028,-2.795880017,0.4005,-0.39739536
MEAT_PROD,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,15.34,0.1534,0.285,0.00285,-0.81417464,-2.54515514,0.4068,-0.39059915
PERM_RETEN,Lactose monohydrate,,LACT02,G_P_100G,Repeatability,Duplicates,15.35,0.1535,0.386,0.00386,-0.81389162,-2.413412695,0.4070,-0.390358729
FAECES,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,15.37,0.1537,0.442,0.00442,-0.813326133,-2.354577731,0.4075,-0.389878356
BUTTER,Moisture,,MOIS21,G_P_100G,Interim Precision,Replicates,15.62,0.1562,0.196,0.00196,-0.80631897,-2.707743929,0.4131,-0.383925877
PERM_RETEN,Lactose monohydrate,,LACT02,G_P_100G,Interim Precision,Replicates,15.64,0.1564,0.322,0.00322,-0.805763251,-2.492144128,0.4136,-0.383453802
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5ZB,15.68,0.1568,0.187,0.00187,-0.804653942,-2.728158393,0.4145,-0.38251146
PDR_WHEY,Ash (@ 550ëçC),,ASHS01,G_P_100G,Repeatability,Duplicates,15.76,0.1576,0.432,0.00432,-0.802443787,-2.364516253,0.4163,-0.380633966
BUTTER,Moisture,,MOIS21,G_P_100G,Repeatability,Duplicates,15.79,0.1579,0.052,0.00052,-0.80161787,-3.283996656,0.4169,-0.379932362
SRM Matrix,Dietary Fibre (AOAC),,DIET02,G_P_100G,Interim Precision,SRM55N,15.89,0.1589,0.579,0.00579,-0.798876103,-2.237321436,0.4192,-0.377603272
BUTTER,Moisture,,MOIS07,G_P_100G,Interim Precision,Replicates,15.93,0.1593,0.15,0.0015,-0.797784224,-2.823908741,0.4201,-0.376675738
MISC_DAIRY,Moisture,,MOIS21,G_P_100G,Interim Precision,Replicates,15.96,0.1596,0.313,0.00313,-0.796967113,-2.504455662,0.4207,-0.375981614
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5Y,16.18,0.1618,0.268,0.00268,-0.791021483,-2.571865206,0.4257,-0.37093089
SRM Matrix,Moisture,,MOIS04,G_P_100G,Interim Precision,SRM5Z,16.35,0.1635,0.224,0.00224,-0.786482243,-2.649751982,0.4295,-0.367074874
PDR_WHEY,Ash (@ 550ëçC),,ASHS01,G_P_100G,Interim Precision,Replicates,16.42,0.1642,0.364,0.00364,-0.784626847,-2.438898616,0.4310,-0.365498743
SUG_STARCH,Starch,,STAR04,G_P_100G,Interim Precision,Replicates,16.51,0.1651,0.447,0.00447,-0.782252927,-2.349692477,0.4330,-0.363482134
PDR_BLEND,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,16.58,0.1658,0.086,0.00086,-0.780415474,-3.065501549,0.4346,-0.361921245
MISC_DAIRY,Moisture,,MOIS21,G_P_100G,Repeatability,Duplicates,16.6,0.166,0.086,0.00086,-0.779891912,-3.065501549,0.4350,-0.361476487
SUG_STARCH,Starch,,STAR04,G_P_100G,Repeatability,Duplicates,16.71,0.1671,0.103,0.00103,-0.77702355,-2.987162775,0.4375,-0.359039856
CREAM,Fat,,FATS07,G_P_100G,Repeatability,Duplicates,16.95,0.1695,0.024,0.00024,-0.770830297,-3.619788758,0.4428,-0.353778781
PDR_MILK,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,17.01,0.1701,0.061,0.00061,-0.769295686,-3.214670165,0.4441,-0.352475152
CEREAL_PRD,Moisture,,MOIS16,G_P_100G,Interim Precision,Replicates,18.08,0.1808,0.151,0.00151,-0.742801574,-2.821023053,0.4678,-0.329968801
FRUIT,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,18.56,0.1856,0.153,0.00153,-0.731422028,-2.815308569,0.4783,-0.320302047
BU_BLENDS,Moisture,,MOIS07,G_P_100G,Repeatability,Duplicates,18.62,0.1862,0.034,0.00034,-0.730020323,-3.468521083,0.4796,-0.31911132
MEATP_RAW,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,18.7,0.187,0.59,0.0059,-0.728158393,-2.229147988,0.4814,-0.317529639
MISC_DAIRY,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,19.09,0.1909,0.048,0.00048,-0.719194072,-3.318758763,0.4899,-0.309914582
PDR_BLEND,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,19.45,0.1945,0.341,0.00341,-0.711080394,-2.467245621,0.4977,-0.303022135
PDR_INFANT,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,19.59,0.1959,0.316,0.00316,-0.707965564,-2.500312917,0.5008,-0.300376133
CEREAL_PRD,Moisture,,MOIS16,G_P_100G,Repeatability,Duplicates,22.34,0.2234,0.077,0.00077,-0.650916831,-3.113509275,0.5599,-0.25191409
PDR_MISC,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,22.36,0.2236,0.416,0.00416,-0.650528201,-2.380906669,0.5603,-0.251583954
PDR_INFANT,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,22.3690047,0.2237,0.095,0.00095,-0.650353339,-3.022276395,0.5605,-0.251435412
MISC_DAIRY,Fat,,FATS07,G_P_100G,Repeatability,Duplicates,23.54,0.2354,0.104,0.00104,-0.628193541,-2.982966661,0.5853,-0.232610996
CHEESE,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,23.9,0.239,0.055,0.00055,-0.621602099,-3.259637311,0.5929,-0.227011665
PDR_FCMP,Fat,,FATS01,G_P_100G,Repeatability,Duplicates,24.69,0.2469,0.08,0.0008,-0.60747891,-3.096910013,0.6095,-0.215014228
CHEESE,Fat,,FATS07,G_P_100G,Interim Precision,Replicates,25.31,0.2531,0.319,0.00319,-0.596707855,-2.496209317,0.6225,-0.205864378
MISC_FOOD,Fat,,FATS11,G_P_100G,Repeatability,Duplicates,25.69,0.2569,0.138,0.00138,-0.590235896,-2.860120914,0.6304,-0.200366546
PDR_FCMP,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,26.38,0.2638,0.327,0.00327,-0.578725209,-2.485452247,0.6448,-0.19058839
MISC_PROD,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,27,0.27,0.257,0.00257,-0.568636236,-2.590066877,0.6576,-0.182017958
CHEESE,Fat,,FATS07,G_P_100G,Repeatability,Duplicates,27.21,0.2721,0.096,0.00096,-0.565271458,-3.017728767,0.6620,-0.17915963
SRM Matrix,Fat,,FATS01,G_P_100G,Interim Precision,IRM001A,27.49,0.2749,0.264,0.00264,-0.56082526,-2.578396073,0.6678,-0.175382652
MISC_FOOD,Fat,,FATS11,G_P_100G,Interim Precision,Replicates,28.13,0.2813,0.374,0.00374,-0.550830268,-2.427128398,0.6809,-0.166892056
SRM Matrix,Fat,,FATS01,G_P_100G,Interim Precision,IRM001,28.38,0.2838,0.261,0.00261,-0.546987609,-2.583359493,0.6861,-0.163627774
WHEY,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,29.74,0.2974,0.318,0.00318,-0.526659036,-2.49757288,0.7139,-0.146358957
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5ZB,33.43,0.3343,0.145,0.00145,-0.475863623,-2.838631998,0.7885,-0.103209015
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5Y,33.68,0.3368,0.246,0.00246,-0.472627917,-2.609064893,0.7935,-0.100460332
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5Z,33.7,0.337,0.163,0.00163,-0.472370099,-2.787812396,0.7939,-0.100241319
MISC_DAIRY,Fat,,FATS07,G_P_100G,Interim Precision,Replicates,33.91,0.3391,0.595,0.00595,-0.46967221,-2.225483034,0.7981,-0.097949503
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5AA,34.23,0.3423,0.151,0.00151,-0.465593101,-2.821023053,0.8045,-0.094484361
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5ZC,34.28,0.3428,0.601,0.00601,-0.464959187,-2.221125528,0.8055,-0.09394586
SRM Matrix,Fat,,FATS07,G_P_100G,Interim Precision,SRM5ZA,34.52,0.3452,0.201,0.00201,-0.461929213,-2.696803943,0.8103,-0.091371943
CHEESE,Moisture,,MOIS04,G_P_100G,Repeatability,Duplicates,38.19,0.3819,0.072,0.00072,-0.418050342,-3.142667504,0.8829,-0.0540975
CHEESE,Moisture,,MOIS04,G_P_100G,Interim Precision,Replicates,42.92,0.4292,0.363,0.00363,-0.367340287,-2.440093375,0.9749,-0.011020069
MISC_DAIRY,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,43.35,0.4335,0.486,0.00486,-0.363010898,-2.313363731,0.9832,-0.007342318
CHEESE,Fat,,FATS01,G_P_100G,Interim Precision,Replicates,43.9,0.439,0.965,0.00965,-0.35753548,-2.015472687,0.9938,-0.002691032
MISC_DAIRY,Total Solids,,MOIS22,G_P_100G,Repeatability,Duplicates,45.41,0.4541,0.045,0.00045,-0.342848498,-3.346787486,1.0228,0.009785339
